,CourseNum,CourseName,Credits,Description,Topics
147,ECE556,Coding Theory,b'4',"
Coding theory with emphasis on the algebraic theory of cyclic codes using finite field arithmetic, decoding of BCH and RS codes, finite field Fourier transform and algebraic geometry codes, convolutional codes, and trellis decoding algorithms. Prerequisite: MATH_417.
","Introduction

 Linear codes: Parity and generator matrices, decoding rules, coset leaders, and standard arrays

 Bounds on code parameters; Singleton, sphere-packing, Gilbert-Varshamov and other bounds

 Some simple codes: Hamming, Golay, Reed-Muller codes

 Finite fields: Basic theory, minimal polynomials

 Cyclic codes and BCH codes: Ring ideals, generator and parity check polynomials and matrices, the BCH bond

 Reed-Solomon codes: Reed-Solomon codes as BCH codes, general theory of MDS codes

 Error-correction procedures: The Peterson-Zierler decoder, Berlekamp-Massey decoding algorithm, Berlekamp-Welch and Sudan's decoding algorithm, Generalized Minimum Distance decoding

 Convolutional codes: Introduction, encoder circuits, state-diagrams, trellises, path enumerators and error bounds

 Decoding algorithms for convolutional codes: Viterbi, BCJR, sequential decoding

 Introduction

 Linear codes: Parity and generator matrices, decoding rules, coset leaders, and standard arrays

 Bounds on code parameters; Singleton, sphere-packing, Gilbert-Varshamov and other bounds

 Some simple codes: Hamming, Golay, Reed-Muller codes

 Finite fields: Basic theory, minimal polynomials

 Cyclic codes and BCH codes: Ring ideals, generator and parity check polynomials and matrices, the BCH bond

 Reed-Solomon codes: Reed-Solomon codes as BCH codes, general theory of MDS codes

 Error-correction procedures: The Peterson-Zierler decoder, Berlekamp-Massey decoding algorithm, Berlekamp-Welch and Sudan's decoding algorithm, Generalized Minimum Distance decoding

 Convolutional codes: Introduction, encoder circuits, state-diagrams, trellises, path enumerators and error bounds

 Decoding algorithms for convolutional codes: Viterbi, BCJR, sequential decoding

"
148,ECE558,Digital Imaging,b'4',"
Multidimensional signals, convolution, transforms, sampling, and interpolation; design of two-dimensional digital filters; sensor array processing and range-doppler imaging; applications to synthetic aperture radar, optics, tomography, radio astronomy, and beam-forming sonar; image estimation from partial data. Prerequisite: ECE_310 and ECE_313.
","Multidimensional signal theory: multidimensional signals, convolution, transforms, sampling, and interpolation; design of two-dimensional digital filters; fast algorithms for multidimensional convolution, DFT, corner turning, Fourier transforms in optics and antennas, Sensor array processing and imaging: ambiguity function, range-Doppler radar, reconstruction of signals from projections, tomography, synthetic aperture radar, radio astronomy, beam forming sonar, Image estimation: image reconstruction from partial data; phase retrieval, deblurring, signal processing"
149,ECE559,Topics in Communications,b'4',"
Lectures and discussion related to advanced topics and new areas of interest in the theory of communication systems: information theory, coding theory, and communication network theory. May be repeated in the same term, if topics vary, to a maximum of 12 graduate hours; may be repeated in separate terms, if topics vary, to a maximum of 16 graduate hours. Credit toward a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the ECE department. Prerequisite: As specified each term. (It is expected that each offering will have a 500-level course as a prerequisite or co-requisite.).
",
150,ECE560,VLSI in DSP & Communication,b'4',"
Basic concepts in digital signal processing, VLSI design methodologies, VLSI DSP building blocks; algorithm transformation and mapping techniques, high-speed, low-power transforms, applications to digital filtering; basics of finite-field arithmetic, forward-error correction algorithms, and architectures; DSP implementation platforms, programmable DSPs, media processors, FPGAs, ASICs, case studies of multimedia communications systems, video codecs, xDSL, and cable modems. Homework and a term project apply these concepts in the design of VLSI architectures for digital signal processing and communication systems. Prerequisite: ECE_310.
","Algorithm transform techniques for the inner receiver: pipelining, parallel processing, retiming, folding, unfolding, look-ahead, relaxed look-ahead, algebraic and decorrelating transforms

 Algorithms and architectures for the outer receiver: Reed-Solomon decoders, Viterbi decoders and turbo and LDPC decoders

 Advanced topics: dynamic algorithm transforms, fundamental bounds on efficiency of VLSI systems, noice/error-tolerant DSP algorithms, and case studies describing design issues in broadband communication systems Algorithm transform techniques for the inner receiver: pipelining, parallel processing, retiming, folding, unfolding, look-ahead, relaxed look-ahead, algebraic and decorrelating transforms

 Algorithms and architectures for the outer receiver: Reed-Solomon decoders, Viterbi decoders and turbo and LDPC decoders

 Advanced topics: dynamic algorithm transforms, fundamental bounds on efficiency of VLSI systems, noice/error-tolerant DSP algorithms, and case studies describing design issues in broadband communication systems



"
151,ECE561,Detection & Estimation Theory,b'4',"
Detection and estimation theory, with applications to communication, control, and radar systems; decision-theory concepts and optimum-receiver principles; detection of random signals in noise, coherent and noncoherent detection; parameter estimation, linear and nonlinear estimation, and filtering. Prerequisite: ECE_534.
","Introduction Basic concepts of statistical decision theory: Main ingredients; concepts of optimality (Bayesian and minimax approaches) Binary hypothesis testing: Bayesian decision rules; minimax decision rules; Neyman-Pearson decision rules (the radar problem); composite hypothesis testing Signal detection in discrete time: models and detector structures; performance evaluation; Chernoff bounds and large deviations; sequential detection, quickest change detection, robust detection Parameter estimation: Bayesian estimation; nonrandom parameter estimation; maximum likelihood estimation, robust estimation Signal estimation in discrete time: Kalman filter; recursive Bayesian and ML estimation Introduction Basic concepts of statistical decision theory: Main ingredients; concepts of optimality (Bayesian and minimax approaches) Binary hypothesis testing: Bayesian decision rules; minimax decision rules; Neyman-Pearson decision rules (the radar problem); composite hypothesis testing Signal detection in discrete time: models and detector structures; performance evaluation; Chernoff bounds and large deviations; sequential detection, quickest change detection, robust detection Parameter estimation: Bayesian estimation; nonrandom parameter estimation; maximum likelihood estimation, robust estimation Signal estimation in discrete time: Kalman filter; recursive Bayesian and ML estimation"
152,ECE562,Advanced Digital Communication,b'4',"
Digital communication systems modulation, demodulation, signal space methods, channel models, bit error rate, spectral occupancy, synchronization, equalization, trellis-coded modulation, wireless channels, multiantenna systems, spread spectrum, and orthogonal frequency modulation. 4 graduate hours. No professional credit. Prerequisite: ECE_461 or ECE_459.
",": Even though the input-output relationship of the physical medium is not deterministically known,  quantities of this relationship, such as mean and correlation, can be physically measured and are typically constant over the time-scale of communication. : The statistical model of the physical medium is then brought into bearing in the engineering design of appropriate transmission and reception strategies (modulation and demodulation, in the language of this course). : The resources available to the communication engineer are {\em power} and {\em bandwidth}. The final part of the course is to relate the statistical performance of the communication strategies to these two key resources. channel: The packet sent is either received correctly or is erased (known to be incorrectly received). This is a basic model that provides a first order view of the more complicated wireline channel. channel: The received signal is the transmit signal plus a statistically independent signal. This is a basic model that underlies the more complicated wireline and wireless channels. channel: The received signal is the transmit signal passed through a time-invariant, causal filter plus statistically independent noise. Voiceband v.90 modem and DSL technologies are used as examples. channel: The received signal is the transmit signal passed through a time-varying filter plus statistically independent noise. The GSM and 1xEV-DO standards are used as examples."
153,ECE563,Information Theory,b'4',"
Mathematical models for channels and sources; entropy, information, data compression, channel capacity, Shannon's theorems, and rate-distortion theory. Prerequisite: One of ECE_534, MATH_464, MATH_564.
","Entropy, relative entropy, mutual information Asymptotic equipartition property Entropy rates of a stochastic process Lossless data compression (Huffman, Ziv-Lempel, Arithmetic, Shannon-Fano codes): Kraft inequality, Shannon's source coding theorem Channel capacity: jointly typical sequences, Fano's inequality, Shannon's channel coding theorem and its converse Differential entropy Gaussian channels Rate-distortion theory: Shannon's source coding theorem relative to a fidelity criterion Entropy, relative entropy, mutual information Asymptotic equipartition property Entropy rates of a stochastic process Lossless data compression (Huffman, Ziv-Lempel, Arithmetic, Shannon-Fano codes): Kraft inequality, Shannon's source coding theorem Channel capacity: jointly typical sequences, Fano's inequality, Shannon's channel coding theorem and its converse Differential entropy Gaussian channels Rate-distortion theory: Shannon's source coding theorem relative to a fidelity criterion"
154,ECE564,Modern Light Microscopy,b'4',"
Current research topics in modern light microscopy: optics principles (statistical optics, Gaussian optics, elastic light scattering, dynamic light scattering); traditional microscopy (bright field, dark field, DIC, phase contract, confocal, epi-fluorescence, confocal fluorescence); current research topics (multiphoton, CARS, STED, FRET, FIONA, STORM, PALM, quantitative phase). Prerequisite: One of ECE_460, MSE_405, PHYS_402.
",
155,ECE565,Energy Dissipation Electronics,b'4',"
Power dissipation in modern electronics, from fundamentals to system-level issues. Energy transfer through electrons and phonons, mobility and thermal conductivity, power dissipation in modern devices (CMOS, memory, nanowires, nanotubes), circuit leakage, thermal breakdown, interconnects, thermometry, heat sinks. Handouts are supplemented with papers from the research literature, Wikipedia assignments, a final conference-type group paper, and oral presentations required. Prerequisite: ECE_441.
","Introduction: Why Power Matters in Nano-Electronics Electronics Overview from Silicon to Package The Microscopic Origin of Macroscopic Laws:

     Electrons and Ohm’s Law Phonons and Fourier’s Law The Wiedemann-Franz Relationship Mobility and Thermal Conductivity Conductance Quantum, Breakdown of Classical Laws Low-Dimensional and Boundary effects

     Energy Transport in Thin Films, Nanowires, Nanotubes Electrical and Thermal Contacts Materials Thermometry Power in Electronic Devices

     Fundamentals of Power Dissipation Power Dissipation in Nanoscale Devices Temperature Dependence of Device Behavior Thermal Data Storage Devices Device Thermometry MIDTERM In-Class Presentations Power in Integrated Circuits

     Circuit View of Leakage Power in Interconnects Power and Energy Minimization Approaches Thermal Breakdown, Electromigration, Fuses Power in Electronic Systems

     Macroscopic View of Heat Conduction Useful Approximation: Shape Factors, Diffusion and Healing Lengths Numerical Solution Heat Conduction Heat Sinks, Thermal Interface Materials Liquid and Solid Cooling Solutions (Peltier) Power and Architecture FINAL In-Class Presentations Introduction: Why Power Matters in Nano-Electronics Electronics Overview from Silicon to Package The Microscopic Origin of Macroscopic Laws:

     Electrons and Ohm’s Law Phonons and Fourier’s Law The Wiedemann-Franz Relationship Mobility and Thermal Conductivity Conductance Quantum, Breakdown of Classical Laws Low-Dimensional and Boundary effects

     Energy Transport in Thin Films, Nanowires, Nanotubes Electrical and Thermal Contacts Materials Thermometry Power in Electronic Devices

     Fundamentals of Power Dissipation Power Dissipation in Nanoscale Devices Temperature Dependence of Device Behavior Thermal Data Storage Devices Device Thermometry MIDTERM In-Class Presentations Power in Integrated Circuits

     Circuit View of Leakage Power in Interconnects Power and Energy Minimization Approaches Thermal Breakdown, Electromigration, Fuses Power in Electronic Systems

     Macroscopic View of Heat Conduction Useful Approximation: Shape Factors, Diffusion and Healing Lengths Numerical Solution Heat Conduction Heat Sinks, Thermal Interface Materials Liquid and Solid Cooling Solutions (Peltier) Power and Architecture FINAL In-Class Presentations"
156,ECE566,Computational Inference and Learning,b'4',"
Computational inference and machine learning have seen a surge of interest in the last 15 years, motivated by applications as diverse as computer vision, speech recognition, analysis of networks and distributed systems, big-data analytics, large-scale computer simulations, and indexing and searching of very large databases. This course introduces the mathematical and computational methods that enable such applications. Topics include computational methods for statistical inference, sparsity analysis, approximate inference and search, and fast optimization. 4 graduate hours. No professional credit. Prerequisite: ECE_490, ECE_534.
",
157,ECE567,Communication Network Analysis,b'4',"
Performance analysis and design of multiple-user communication systems; emphasis on rigorous formulation and analytical and computational methods; includes queuing networks, decentralized minimum delay routing, and dynamic network flow control. Prerequisite: CS_438; one of ECE_534, MATH_464, MATH_564.
","Mathematical preliminaries: discrete state Markov chains (MCs); local description of MCs in discrete time, example; continuous-time local structure; space-time structure of MCs; Poisson processes; renewal theory; classification and convergence of MCs - discrete time; classification and convergence of MCs - continuous time; Littles law, M/M/1 queues, queues modelled as birth-death processes, distribution seen by arrivals; queues modelled by birth-death processes; M/G/1 queues by transform method; M/G/1 busy periods, leads to a branching process; M/G/1 queues by renewal theory method, priority queues; G/M/1 queues; G/G/1 queues, analysis and Kingman's bound; G/G/1 queues with vacations, applications to TDMA and FDMA Multiple access: ALOHA multiple access; ALOHA with decentralized control; drift analysis, beginning of tree algorithms; tree algorithms; queues with periodic arrivals/ATM systems Routing and flow control in networks: time-reverse of Markov process and reversible Markov process; tree condition, truncation and circuit switching model; a network of queues in series and output processes; open and closed networks with random routing; throughput in closed networks with random routing (with application to input buffering in a crossbar packet switch); Norton's equivalent for closed networks, product form Markov network with multiple customer types and deterministic routes; routing and flow control issues, virtual circuit and datagram routing tables, ARPANET routing updates; basic graph concepts, Prim-Dijkstra and Kruskals algorithm for MWST, Bellman-Ford algorithm for shortest path problem; Dijkstra's shortest path algorithm, optimal static routing; flow deviation algorithm; matching problem, algorithm for bipartite matching, max-flow problem; maximum flow and network reliability; min-max fair allocation of network flows; regulation of bursty traffic - generalized round robin and leaky bucket regulators; dynamic routing - fluid model, dynamic programming, diffusion model Mathematical preliminaries: discrete state Markov chains (MCs); local description of MCs in discrete time, example; continuous-time local structure; space-time structure of MCs; Poisson processes; renewal theory; classification and convergence of MCs - discrete time; classification and convergence of MCs - continuous time; Littles law, M/M/1 queues, queues modelled as birth-death processes, distribution seen by arrivals; queues modelled by birth-death processes; M/G/1 queues by transform method; M/G/1 busy periods, leads to a branching process; M/G/1 queues by renewal theory method, priority queues; G/M/1 queues; G/G/1 queues, analysis and Kingman's bound; G/G/1 queues with vacations, applications to TDMA and FDMA Multiple access: ALOHA multiple access; ALOHA with decentralized control; drift analysis, beginning of tree algorithms; tree algorithms; queues with periodic arrivals/ATM systems Routing and flow control in networks: time-reverse of Markov process and reversible Markov process; tree condition, truncation and circuit switching model; a network of queues in series and output processes; open and closed networks with random routing; throughput in closed networks with random routing (with application to input buffering in a crossbar packet switch); Norton's equivalent for closed networks, product form Markov network with multiple customer types and deterministic routes; routing and flow control issues, virtual circuit and datagram routing tables, ARPANET routing updates; basic graph concepts, Prim-Dijkstra and Kruskals algorithm for MWST, Bellman-Ford algorithm for shortest path problem; Dijkstra's shortest path algorithm, optimal static routing; flow deviation algorithm; matching problem, algorithm for bipartite matching, max-flow problem; maximum flow and network reliability; min-max fair allocation of network flows; regulation of bursty traffic - generalized round robin and leaky bucket regulators; dynamic routing - fluid model, dynamic programming, diffusion model"
158,ECE568,Model & Cntrl Electromech Syst,b'4',"
Fundamental electrical and mechanical laws for derivation of machine models; simplifying transformations of variables in electrical machines; power electronics for motor control; time-scale separation; feedback linearization and nonlinear control as applied to electrical machines. Typical electromechanical applications in actuators, robotics, and variable speed drives. Prerequisite: ECE_431 and ECE_515.
","Advanced electromechanics: analysis of electrical machines, electrostatic machines, electromechanical sensors, harmonic effects Examples of machines and their dynamic models: equations of dc machines, permanent magnet modeling, synchronous motors, Park's transformation, induction motors, general rotating transformations Models and circuits for electrical drives: Drive system models for electrical and mechanical terminals, power electronics for control of electrical machines, drive control objectives, dynamic examples, ac motor control methods including field-oriented control, models of vehicle loads, models of windmills and other loads Applied nonlinear system methods for drives: periodic system transformations, averaging theory, time-scale separation, variable-structure control applications, feedback linearization Advanced electromechanics: analysis of electrical machines, electrostatic machines, electromechanical sensors, harmonic effects Examples of machines and their dynamic models: equations of dc machines, permanent magnet modeling, synchronous motors, Park's transformation, induction motors, general rotating transformations Models and circuits for electrical drives: Drive system models for electrical and mechanical terminals, power electronics for control of electrical machines, drive control objectives, dynamic examples, ac motor control methods including field-oriented control, models of vehicle loads, models of windmills and other loads Applied nonlinear system methods for drives: periodic system transformations, averaging theory, time-scale separation, variable-structure control applications, feedback linearization"
159,ECE569,Inverse Problems in Optics,b'4',"
Physical optics, solution of linear inverse problems, and computed imaging. Forward problems in diffraction, asymptotics, ray propagation, x-ray projections, scattering, sources, optical coherence tomography, and near-field optics. Solution of associated inverse problems including back-propagation, back-projection, Radon transforms (x-ray CT), inverse scattering, source localization, interferometric synthetic aperture microscopy, and near-field tomography. Special topics as time permits. Prerequisite: ECE_460.
","Mathematical methods in linear inverse problems Diffraction and propagation of light    inverse diffraction, back-propagation Asymptotics, rays, shadow    inverse Radon transform, CAT Scattering    diffraction tomography RADAR    SAR Optical coherence tomography     interferometric synthetic  

aperture microscopy Near-field optics    near field tomography Mathematical methods in linear inverse problems Diffraction and propagation of light    inverse diffraction, back-propagation Asymptotics, rays, shadow    inverse Radon transform, CAT Scattering    diffraction tomography RADAR    SAR Optical coherence tomography     interferometric synthetic  

aperture microscopy Near-field optics    near field tomography"
160,ECE570,Nonlinear Optics,b'4',"
Light propagation in anisotropic crystals; second- and third-order nonlinear susceptibility and electro-optic effect; discussion of the relationship of these effects along with such applications as light modulation, harmonic generation, and optical parametric amplification and oscillation. Prerequisite: ECE_520.
","Stimulated and spontaneous processes, SRS, SBS, CARS, amplification, lasing N-wave mixing, phase conjugate mirrors, frequency conversion Spatial effects, self-focusing, induced transparency, solitons Multiphoton spectroscopy, multiphoton imaging Atom-photon interactions, materials Topics of student interest, special guest lectures Stimulated and spontaneous processes, SRS, SBS, CARS, amplification, lasing N-wave mixing, phase conjugate mirrors, frequency conversion Spatial effects, self-focusing, induced transparency, solitons Multiphoton spectroscopy, multiphoton imaging Atom-photon interactions, materials Topics of student interest, special guest lectures"
161,ECE571,EM Waves in Inhomogen Media,b'4',"
Electromagnetic waves in layered media; plane wave expansion of electromagnetic point source field; Sommerfeld integrals; transient response; WKB method with asymptotic matching; scattering by junction discontinuity; surface integral equation; volume integral equation; inverse problems. Prerequisite: MATH_446; ECE_520 or PHYS_505.
","Review of Maxwell's equations Waves in planarly layered media Expansion of a line or a point source in terms of plane waves Solution of a point source over layered media-Sommerfeld integrals Asympotic expansions of Sommerfeld integrals Transient response of a source in inhomogeneous media Reflection and transmission of waves due to junction discontinuity: mode matching Dyadic Green's functions of layered media Surface integral equations, extended boundary conditions, method of moments Volume integral equation, Born and Rytov approximation Inverse problems: projection and diffraction tomography Review of Maxwell's equations Waves in planarly layered media Expansion of a line or a point source in terms of plane waves Solution of a point source over layered media-Sommerfeld integrals Asympotic expansions of Sommerfeld integrals Transient response of a source in inhomogeneous media Reflection and transmission of waves due to junction discontinuity: mode matching Dyadic Green's functions of layered media Surface integral equations, extended boundary conditions, method of moments Volume integral equation, Born and Rytov approximation Inverse problems: projection and diffraction tomography"
162,ECE572,Quantum Opto-Electronics,b'4',"
Theoretical approach to quantum mechanics and atomic physics, with many applications in spin resonance and modern maser theory. Prerequisite: PHYS_485 recommended.
","Interaction of radiation with atomic systems: density-matrix theory, spontaneous and induced transitions, gain coefficient, quantum theory of Einstein A and B coefficients, homogenous and inhomogenous broadening Laser oscillations: general theory, rate equations, threshold, lasing inversion, semiconductor gain Specific laser systems: atomic, semiconductor lasers, microcavity lasers Coherent interactions of a radiation field and an atomic system: two-level atom with quantized field, electromagnetically induced transparency, lasing without inversion Optical Microcavities: Faby-Perot cavity, Purcell effect, vertical cavity lasers, photonic crystal nanocavities Interaction of radiation with atomic systems: density-matrix theory, spontaneous and induced transitions, gain coefficient, quantum theory of Einstein A and B coefficients, homogenous and inhomogenous broadening Laser oscillations: general theory, rate equations, threshold, lasing inversion, semiconductor gain Specific laser systems: atomic, semiconductor lasers, microcavity lasers Coherent interactions of a radiation field and an atomic system: two-level atom with quantized field, electromagnetically induced transparency, lasing without inversion Optical Microcavities: Faby-Perot cavity, Purcell effect, vertical cavity lasers, photonic crystal nanocavities"
163,ECE573,Power System Control,b'4',"
Energy control center functions, state estimation and steady state security assessment techniques, economic dispatch, optimal power flow, automatic generation control, and dynamic equivalents. Prerequisite: ECE_476; credit or concurrent registration in ECE_530.
","Overview of power system operations and control: the basic objectives of security and economics in power system operations and control; security analysis framework - scope, objectives and implementation; role of the EMS (energy management system) Optimal power flows: review of optimization; economic dispatch problems; formulation of optimal power flow problem; solution methods; objective functions and representation of constraints; security constrained OPF; applications to dispatch and rescheduling; pricing information and spot pricing; role of reactive power Resource scheduling and commitment: nature of resource scheduling problem; time hierarchies; objectives and constraints; key functions and their interrelationships; unit commitment and hydro-thermal coordination; solution approaches using DP and Lagrangian relaxation; role in EMS State estimation: fundamental notions; static state estimation - role and formulation; the least squares state estimation solution; constrained weighted least squares estimation; measurement requirements; observability; bad data identification/ detection, analysis and processing Electricity restructuring: transition from monopoly to competition -paradigms, organizational structures and regulation; competitive electricity markets; market design; interrelationships between various markets; impacts of restructuring and competition; unbundling; nature of transmission services; congestion management; ancillary services; informational needs Overview of power system operations and control: the basic objectives of security and economics in power system operations and control; security analysis framework - scope, objectives and implementation; role of the EMS (energy management system) Optimal power flows: review of optimization; economic dispatch problems; formulation of optimal power flow problem; solution methods; objective functions and representation of constraints; security constrained OPF; applications to dispatch and rescheduling; pricing information and spot pricing; role of reactive power Resource scheduling and commitment: nature of resource scheduling problem; time hierarchies; objectives and constraints; key functions and their interrelationships; unit commitment and hydro-thermal coordination; solution approaches using DP and Lagrangian relaxation; role in EMS State estimation: fundamental notions; static state estimation - role and formulation; the least squares state estimation solution; constrained weighted least squares estimation; measurement requirements; observability; bad data identification/ detection, analysis and processing Electricity restructuring: transition from monopoly to competition -paradigms, organizational structures and regulation; competitive electricity markets; market design; interrelationships between various markets; impacts of restructuring and competition; unbundling; nature of transmission services; congestion management; ancillary services; informational needs"
164,ECE574,Nanophotonics,b'4',"
Nanoscale interaction between light and semiconductors, metals, or composites; plasmonics, cavity electrodynamics, polarition cavity condensation, sub-wavelength structures, metamaterials, and applications. Prerequisite: ECE_455 or ECE_572; ECE_487 or PHYS_486.
",
165,ECE576,Power System Dynm & Stability,b'4',"
Detailed modeling of the synchronous machine and its controls, such as excitation system and turbine-governor dynamics; time-scales and reduced order models; non-linear and linear multi-machine models; stability analysis using energy functions; power system stabilizers. Prerequisite: ECE_476; credit or concurrent registration in ECE_530.
","synchronous machine models: model in d-q frame using Park's transformation; current and flux linkage models, time-scales and reduced-order models, excitation system representation, turbine governor models, transmission system and load models, interconnected multimachine model and simulation, linearized model of the form x = Ax + Bu and the control problem formulation, small signal analysis, power system stabilizer design, transient stability using energy function methods"
166,ECE577,Advanced Antenna Theory,b'4',"
Selected topics from recent engineering literature on antennas supplemented by advanced topics in electromagnetic theory needed for comprehension; current techniques for analysis of wire, slot, horn, frequency independent, quasi-optical, and array antennas. Prerequisite: ECE_520.
","Antenna system parameters: gain; directivity; efficiency; impedance; antenna temperature Methods of antenna analysis: equivalence theorem; induction theorem; Huygens' principle; Kirchoff approximation; Fourier transform; physical and geometrical optics; scattering of electromagnetic waves; method of moments Integral equations for simple radiators: thin wire antennas and linear dipoles; kernel functions and approximate representations, numerical solution Antenna noise temperature: Nyquist theorem; computation of antenna temperature Discrete arrays and aperture antennas: general introduction; synthesis; optimization of directive gain and signal-to noise ratio; super-gain phenomena; sensitivity and stability analysis; large phased arrays; mismatch and blind angle phenomena; aperiodic arrays Special topics: log-periodic antennas; low-profile antennas; multiple-beam and steerable-beam antennas; reflector antennas; artificial lens and boot-lace antennas; aberrations and method of corrections; corrugated waveguides and horns Antenna system parameters: gain; directivity; efficiency; impedance; antenna temperature Methods of antenna analysis: equivalence theorem; induction theorem; Huygens' principle; Kirchoff approximation; Fourier transform; physical and geometrical optics; scattering of electromagnetic waves; method of moments Integral equations for simple radiators: thin wire antennas and linear dipoles; kernel functions and approximate representations, numerical solution Antenna noise temperature: Nyquist theorem; computation of antenna temperature Discrete arrays and aperture antennas: general introduction; synthesis; optimization of directive gain and signal-to noise ratio; super-gain phenomena; sensitivity and stability analysis; large phased arrays; mismatch and blind angle phenomena; aperiodic arrays Special topics: log-periodic antennas; low-profile antennas; multiple-beam and steerable-beam antennas; reflector antennas; artificial lens and boot-lace antennas; aberrations and method of corrections; corrugated waveguides and horns"
167,ECE579,Computational Complexity,b'4',"
Same as CS_579. See CS_579.
","Turing machines, nondeterminism, hierarchy and simulation theorems Deterministic and nondeterministic sequential classes Random sequential classes Alternation, polynomial-time hierarchy Circuit complexity, parallel complexity Relativized computational complexity Time-space trade-offs Review Turing machines, nondeterminism, hierarchy and simulation theorems Deterministic and nondeterministic sequential classes Random sequential classes Alternation, polynomial-time hierarchy Circuit complexity, parallel complexity Relativized computational complexity Time-space trade-offs Review"
168,ECE580,Optimiz by Vector Space Methds,b'4',"
Normed, Banach, and Hilbert spaces; applications of the projection theorem and the Hahn-Banach Theorem to problems of minimum norm, least squares estimation, mathematical programming, and optimal control; the Kuhn-Tucker Theorem and Pontryagin's maximum principle; iterative methods. Prerequisite: MATH_415 or MATH_482; MATH_447.
","Normed vector spaces Iterative methods, fixed-point theorems Hilbert spaces - the projection theorem Hahn-Banach theorem: minimum norm problems Optimization problems in Hilbert and Banach spaces Local and global theory of constrained optimization: nonlinear programming and the Kuhn-Tucker theorem; optimal control and Pontryagin's minimum principle Normed vector spaces Iterative methods, fixed-point theorems Hilbert spaces - the projection theorem Hahn-Banach theorem: minimum norm problems Optimization problems in Hilbert and Banach spaces Local and global theory of constrained optimization: nonlinear programming and the Kuhn-Tucker theorem; optimal control and Pontryagin's minimum principle"
169,ECE581,Advanced Analog IC Design,b'4',"
Advanced topics in modern analog IC design. Emphasis on CMOS building blocks and circuit techniques as a result of fabrication technology advancement. Noise in linear analog circuits; linear feedback theory and stability; harmonic distortion in weakly nonlinear circuits; switched-capacitor circuit technique and realization; Nyquist-rate and oversampled data converters. Extensive computer simulations required in both homework and final project. Prerequisite: ECE_310 and ECE_483.
","noise in linear analog circuits, linear feedback theory and stability, harmonic distortion in weakly nonlinear circuits, Nyquist-rate data converters, flash A/D, integrating A/D, algorithmic A/D, successive-approximation A/D, folding-and-interpolating A/D, subranging A/D, pipeline A/D, interleaved A/D arrays, oversampled data converters, first-order sigma-delta modulator, digital decimation filter, higher-order modulator, multi-bit sigma-delta A/D, continuous-time sigma-delta A/D, bandpass sigma-delta A/D, precision techniques


"
170,ECE582,Physical VLSI Design,b'4',"
Basic physical design requirements for VLSI; performance-oriented formulation and optimization of chip partitioning, module placement and interconnection; optimized design and layout of on-chip modules; circuit extraction; high-speed VLSI circuits; yield and reliability analysis; advanced VLSI packaging and parametric testing. Prerequisite: ECE_425 or ECE_482.
",Basic physical design requirements for VLSI: technology; chip performance and cost; technology updateability; reliability Physical design methodologies: algorithms in logic partitioning placement and routing interconnection parasitics and delays Optimization problems in module generation Modeling and extraction of circuit parameters from physical layout High-speed VLSI circuits Circuit optimization for yield and reliability Wafer-scale integration Advanced VLSI packaging and parametric testing Basic physical design requirements for VLSI: technology; chip performance and cost; technology updateability; reliability Physical design methodologies: algorithms in logic partitioning placement and routing interconnection parasitics and delays Optimization problems in module generation Modeling and extraction of circuit parameters from physical layout High-speed VLSI circuits Circuit optimization for yield and reliability Wafer-scale integration Advanced VLSI packaging and parametric testing
171,ECE584,Embedded System Verification,b'4',"
Examines formal analysis an synthesis approaches for discrete, continuous, and hybrid models of computing systems and their physical environment. Introduces timed and hybrid automata models. Analysis techniques including model checking, Hoare-style deduction, and abstractions for safety and stability, and controller synthesis strategies with applications in distributed robotics, automobile system, traffic control, and real-time systems. Same as CS_584. 4 graduate hours. No professional credit. Prerequisite: CS_476 or CS_477.
",Finite Automata Temporal Logic Model Checking Hybrid Automata Simulations and Abstractions Model checking Hybrid Automata Deductive Verification Controller Synthesis Stability Analysis Applications Finite Automata Temporal Logic Model Checking Hybrid Automata Simulations and Abstractions Model checking Hybrid Automata Deductive Verification Controller Synthesis Stability Analysis Applications
172,ECE585,MOS Device Modeling & Design,b'4',"
Techniques for characterizing gate oxide and interface properties and reliability, I-V models for circuit simulation, design for control of short channel effects, silicon-on-insulator, and new device structures. Prerequisite: ECE_441.
","Characterization of MOS Capacitors: C-V and charge pumping measurements, gate current modeling MOSFET I-V Model Short Channel Effects Drain and Channel Engineering, includes hot carrier effects latch-up and breakdown Silicon-on-Insulator MOSFET MOSFET Model for Transient Simulation New device structures and materials Characterization of MOS Capacitors: C-V and charge pumping measurements, gate current modeling MOSFET I-V Model Short Channel Effects Drain and Channel Engineering, includes hot carrier effects latch-up and breakdown Silicon-on-Insulator MOSFET MOSFET Model for Transient Simulation New device structures and materials"
173,ECE586,Topics in Decision and Control,b'4',"
Lectures and discussions related to advanced topics and new areas of interest in decision and control theory: hybrid, sampled-data, and fault tolerant systems; control over networks; vision-based control; system estimation and identification; dynamic games. May be repeated up to 12 hours within a term, and up to 20 hours total for the course. Credit towards a degree from multiple offerings of this course is not given if those offerings have significant overlap, as determined by the ECE department. Prerequisite: As specified each term. It is expected that each offering will have a 500-level course as prerequisite or co-requisite.
",
